TransactionID,Date,Store,City,ProductCategory,Sales,Customers,Satisfaction,DiscountPercent
1151,2024-08-29,Store H,Windsor,Sports,1971.16,113.0,4.2,0
1152,2023-05-12,Store A,Toronto,Home,2614.63,83.0,,0
1153,2023-06-11,Store H,Windsor,Clothing,1506.2,103.0,3.8,15
1154,2025-06-16,Store F,Mississauga,Sports,1180.62,103.0,3.3,15
1155,2023-04-21,Store B,Ottawa,Clothing,1605.52,86.0,3.7,0
1156,2023-08-13,Store D,London,Sports,1303.6,,4.0,10
1157,2023-07-18,Store A,Toronto,Home,,138.0,4.4,10
1158,2023-10-10,Store H,Windsor,Food,862.69,52.0,4.4,15
1159,2025-07-27,Store A,Toronto,Clothing,1621.37,74.0,4.3,10
1160,2023-02-15,Store A,Toronto,Electronics,710.18,,4.6,25
1161,2024-09-30,Store F,Mississauga,Food,2396.71,110.0,4.7,15
1162,2024-01-04,Store E,Kingston,Sports,1434.28,77.0,4.0,25
1163,2023-02-19,Store E,Kingston,Clothing,927.14,19.0,3.4,5
1164,2024-08-07,Store G,Waterloo,Food,1383.73,80.0,4.9,10
1165,2023-12-23,Store E,Kingston,Clothing,1575.19,101.0,3.9,5
1166,2025-01-21,Store D,London,Electronics,2085.89,83.0,3.6,25
1167,2025-01-01,Store D,London,Sports,982.15,45.0,3.8,15
1168,2024-03-16,Store F,Mississauga,,1730.84,86.0,,5
1169,2025-07-26,Store D,London,Sports,2106.64,104.0,5.0,0
1170,2023-10-17,Store E,Kingston,Clothing,608.16,88.0,4.1,0
1171,2025-01-08,Store F,Mississauga,Electronics,1459.07,72.0,3.8,0
1172,2023-02-08,Store F,Mississauga,,2000.75,89.0,3.4,10
1173,2024-04-22,Store C,Hamilton,Food,1481.74,47.0,4.5,5
1174,2025-09-06,Store D,London,Clothing,1148.65,81.0,3.9,0
1175,2024-02-20,Store B,Ottawa,Sports,1597.23,73.0,3.7,10
1176,2023-11-13,Store B,Ottawa,Food,1355.76,85.0,4.5,5
1177,2024-12-17,Store D,London,Books,2253.18,101.0,4.1,5
1178,2024-06-29,Store A,Toronto,Electronics,2075.81,93.0,3.5,15
1179,2024-06-02,Store F,Mississauga,Clothing,1992.77,100.0,4.7,5
1180,2023-08-28,Store B,Ottawa,Clothing,2325.43,110.0,4.3,5
1181,2024-02-23,Store D,London,Clothing,,63.0,3.8,20
1182,2024-05-25,Store B,Ottawa,Clothing,1603.26,89.0,4.3,10
1183,2025-03-08,Store F,Mississauga,Food,1316.68,90.0,4.3,15
1184,2024-04-01,Store F,Mississauga,Food,773.16,90.0,4.8,0
1185,2023-09-07,Store D,London,Home,1734.92,55.0,,25
1186,2023-10-20,Store A,Toronto,Electronics,1482.78,69.0,4.5,25
1187,2024-02-09,Store G,Waterloo,Food,1393.24,60.0,3.4,0
1188,2024-11-25,Store G,Waterloo,Sports,2161.1,144.0,5.0,0
1189,2025-03-28,Store D,London,Home,1201.08,83.0,4.5,20
1190,2024-11-10,Store A,Toronto,Sports,2290.16,100.0,3.6,0
1191,2025-10-05,Store D,London,Food,1837.4,70.0,4.0,15
1192,2023-12-11,Store D,London,Sports,1628.21,88.0,4.2,10
1193,2024-08-17,Store E,Kingston,Food,,99.0,4.0,25
1194,2025-01-18,Store H,Windsor,Sports,,50.0,4.2,10
1195,2024-04-28,Store B,Ottawa,Food,1161.97,127.0,4.0,10
1196,2025-04-07,Store A,Toronto,Clothing,2547.61,99.0,3.6,25
1197,2023-12-14,Store E,Kingston,Electronics,1892.59,138.0,4.5,0
1198,2023-05-14,Store B,Ottawa,Clothing,1051.51,86.0,4.1,20
1199,2023-05-25,Store F,Mississauga,Electronics,2011.07,116.0,3.2,5
1200,2024-03-18,Store A,Toronto,Food,2271.76,73.0,3.2,20
1201,2023-01-02,Store A,Toronto,Electronics,,,3.7,0
1202,2025-06-02,Store D,London,Books,1688.51,,3.2,0
1203,2023-02-02,Store H,Windsor,Home,505.1,64.0,3.9,5
1204,2025-09-05,Store A,Toronto,Clothing,2231.67,56.0,3.5,10
1205,2024-09-09,Store B,Ottawa,Home,1194.67,102.0,4.1,5
1206,2023-05-28,Store D,London,Clothing,1529.01,99.0,4.8,5
1207,2024-07-11,Store A,Toronto,Food,1874.94,,4.6,10
1208,2024-05-22,Store E,Kingston,Books,1541.57,94.0,3.8,10
1209,2025-03-25,Store H,Windsor,Electronics,1067.98,89.0,4.1,10
1210,2025-08-07,Store G,Waterloo,Clothing,2000.22,109.0,4.4,0
1211,2023-12-30,Store E,Kingston,Food,1846.58,43.0,3.6,10
1212,2023-11-30,Store C,Hamilton,Food,2161.38,107.0,4.0,25
1213,2024-05-23,Store A,Toronto,Home,652.41,61.0,4.3,15
1214,2023-11-01,Store C,Hamilton,Electronics,2647.85,133.0,4.0,10
1215,2025-11-14,Store B,Ottawa,Food,1689.22,127.0,3.8,5
1216,2025-03-30,Store G,Waterloo,Electronics,1681.75,78.0,3.8,15
1217,2024-10-12,Store H,Windsor,Books,1682.35,113.0,3.8,20
1218,2024-12-30,Store H,Windsor,Food,896.8,69.0,4.3,5
1219,2025-11-25,Store C,Hamilton,Sports,2252.98,89.0,4.1,5
1220,2024-04-07,Store E,Kingston,Books,2235.23,31.0,3.7,5
1221,2023-01-06,Store A,Toronto,Electronics,2211.76,99.0,,5
1222,2024-05-05,Store E,Kingston,Books,2063.4,50.0,3.8,15
1223,2023-04-23,Store B,Ottawa,Sports,2118.69,69.0,,25
1224,2025-03-19,Store A,Toronto,Sports,1884.95,65.0,4.4,25
1225,2023-10-29,Store H,Windsor,Books,1322.4,84.0,4.1,0
1226,2025-10-04,Store A,Toronto,Clothing,1190.73,,4.0,5
1227,2024-06-07,Store B,Ottawa,Electronics,,109.0,4.7,0
1228,2024-05-15,Store F,Mississauga,Electronics,1224.9,98.0,4.2,0
1229,2025-03-09,Store A,Toronto,Clothing,1471.13,,3.9,20
1230,2025-02-18,Store D,London,Sports,1264.72,86.0,4.2,20
1231,2025-03-09,Store G,Waterloo,Books,1893.77,71.0,4.1,5
1232,2025-04-11,Store D,London,Sports,1372.41,59.0,4.5,25
1233,2025-05-03,Store A,Toronto,Home,1205.32,114.0,3.9,5
1234,2024-09-14,Store A,Toronto,Electronics,1989.73,158.0,4.3,10
1235,2024-07-26,Store C,Hamilton,Clothing,,69.0,4.2,10
1236,2023-01-28,Store G,Waterloo,Sports,1528.56,84.0,4.5,10
1237,2024-11-28,Store F,Mississauga,Home,2188.59,,4.1,0
1238,2025-12-08,Store G,Waterloo,Clothing,2090.95,133.0,,15
1239,2025-09-19,Store E,Kingston,Books,1567.31,30.0,4.1,20
1240,2023-12-13,Store H,Windsor,Clothing,,100.0,4.4,0
1241,2025-07-31,Store B,Ottawa,Sports,2124.34,67.0,,15
1242,2023-10-11,Store C,Hamilton,Home,,92.0,3.7,0
1243,2025-01-06,Store D,London,Books,1042.55,118.0,4.1,0
1244,2024-05-23,Store G,Waterloo,Sports,1849.06,96.0,4.4,5
1245,2024-02-28,Store H,Windsor,Food,1055.53,33.0,4.0,0
1246,2023-10-02,Store G,Waterloo,Food,,30.0,3.8,20
1247,2024-10-11,Store C,Hamilton,Electronics,1705.51,110.0,4.3,15
1248,2025-11-08,Store D,London,Sports,1345.89,109.0,4.7,15
1249,2023-11-05,Store G,Waterloo,Clothing,1184.03,,3.7,15
1250,2023-07-28,Store E,Kingston,Electronics,1454.68,101.0,3.4,0
1251,2023-05-24,Store A,Toronto,Books,1431.03,109.0,3.5,20
1252,2023-07-20,Store A,Toronto,Sports,1952.12,115.0,4.8,25
1253,2024-05-11,Store H,Windsor,Books,1718.84,91.0,4.2,15
1254,2025-03-30,Store C,Hamilton,Home,1505.89,71.0,5.0,10
1255,2025-01-13,Store F,Mississauga,Electronics,1973.0,92.0,4.4,10
1256,2023-10-19,Store A,Toronto,Home,1376.8,94.0,3.7,25
1257,2024-07-30,Store G,Waterloo,Home,1912.11,111.0,4.1,15
1258,2025-02-07,Store G,Waterloo,Food,1119.96,67.0,4.1,20
1259,2023-01-06,Store H,Windsor,Food,1765.57,79.0,4.7,0
1260,2024-07-01,Store H,Windsor,Books,2255.24,,4.2,10
1261,2025-07-17,Store F,Mississauga,Home,1761.05,112.0,3.6,15
1262,2025-10-10,Store E,Kingston,Home,1908.85,51.0,4.4,15
1263,2024-08-27,Store C,Hamilton,Electronics,2326.34,96.0,4.0,0
1264,2025-06-05,Store C,Hamilton,Books,1095.73,89.0,5.0,20
1265,2024-12-12,Store B,Ottawa,Books,2301.77,145.0,5.0,10
1266,2025-06-21,Store A,Toronto,Food,1929.48,90.0,3.4,0
1267,2025-08-04,Store G,Waterloo,Food,1844.65,137.0,4.1,10
1268,2024-02-15,Store E,Kingston,Sports,1615.43,66.0,4.2,15
1269,2025-05-23,Store F,Mississauga,Books,1444.78,106.0,4.5,15
1270,2023-04-14,Store F,Mississauga,Home,2581.95,90.0,4.3,10
1271,2024-10-22,Store D,London,Food,1501.84,81.0,4.0,10
1272,2023-11-11,Store E,Kingston,Books,2387.67,109.0,4.0,10
1273,2024-09-02,Store B,Ottawa,Clothing,1307.18,103.0,3.9,25
1274,2023-01-17,Store B,Ottawa,Home,,71.0,4.0,15
1275,2023-09-12,Store E,Kingston,Clothing,1005.87,71.0,4.1,5
1276,2023-10-06,Store C,Hamilton,Sports,1634.92,115.0,3.6,0
1277,2025-02-14,Store D,London,Books,1984.83,46.0,,10
1278,2025-10-05,Store A,Toronto,Clothing,2265.14,56.0,3.1,20
1279,2023-07-14,Store B,Ottawa,Home,1350.68,58.0,4.0,5
1280,2023-01-09,Store F,Mississauga,Clothing,2388.42,76.0,4.2,5
1281,2023-01-30,Store A,Toronto,Home,1546.95,83.0,4.3,5
1282,2023-02-10,Store C,Hamilton,Clothing,908.48,128.0,4.1,5
1283,2023-09-23,Store F,Mississauga,Sports,2085.5,120.0,3.8,5
1284,2025-05-29,Store G,Waterloo,Books,1230.9,90.0,3.8,25
1285,2024-02-28,Store G,Waterloo,Electronics,1273.22,71.0,4.3,5
1286,2023-07-05,Store C,Hamilton,Clothing,1117.77,92.0,3.6,5
1287,2024-02-25,Store G,Waterloo,Home,1222.47,90.0,4.2,15
1288,2025-03-19,Store D,London,Clothing,1514.07,78.0,4.3,5
1289,2024-11-13,Store F,Mississauga,Electronics,2383.49,131.0,4.0,25
1290,2024-02-10,Store G,Waterloo,Home,9333.960000000001,96.0,4.0,5
1291,2023-07-15,Store G,Waterloo,Books,2359.41,100.0,3.8,5
1292,2023-02-08,Store F,Mississauga,Sports,,56.0,5.0,5
1293,2023-04-27,Store E,Kingston,Electronics,897.56,83.0,3.8,25
1294,2023-07-15,Store B,Ottawa,Food,849.08,84.0,,5
1295,2025-09-30,Store E,Kingston,Food,1626.42,39.0,3.7,5
1296,2025-03-28,Store E,Kingston,Food,,83.0,4.1,0
1297,2024-04-25,Store D,London,Sports,1654.78,71.0,4.6,10
1298,2024-11-23,Store A,Toronto,Electronics,3092.94,120.0,4.0,5
1299,2024-03-07,Store B,Ottawa,Books,1445.51,94.0,3.0,0
1300,2023-11-10,Store B,Ottawa,Food,1738.1,83.0,4.8,5
1301,2023-02-22,Store E,Kingston,Electronics,1214.27,50.0,4.2,15
1302,2023-04-23,Store B,Ottawa,Food,2173.59,95.0,4.4,5
1303,2025-02-05,Store E,Kingston,Sports,842.0,81.0,4.1,10
1304,2023-04-23,Store A,Toronto,Home,1105.45,110.0,4.3,0
1305,2023-01-20,Store A,Toronto,Home,694.28,62.0,4.5,5
1306,2024-08-21,Store B,Ottawa,Food,1690.03,103.0,4.0,15
1307,2025-11-30,Store E,Kingston,Home,1687.21,82.0,5.0,0
1308,2023-04-21,Store C,Hamilton,Electronics,1714.38,81.0,4.6,25
1309,2023-03-07,Store H,Windsor,Clothing,1479.72,117.0,3.6,0
1310,2023-12-18,Store H,Windsor,Home,926.01,134.0,4.6,25
1311,2024-04-17,Store C,Hamilton,Books,1786.48,,,0
1312,2023-09-02,Store A,Toronto,Home,1357.38,116.0,3.6,10
1313,2023-04-20,Store B,Ottawa,Clothing,1467.57,73.0,4.0,15
1314,2024-12-04,Store F,Mississauga,,2132.04,129.0,3.7,0
1315,2025-10-16,Store H,Windsor,Home,966.34,,3.5,0
1316,2024-11-10,Store G,Waterloo,Clothing,2383.72,115.0,3.6,5
1317,2024-11-21,Store H,Windsor,Books,1288.25,137.0,4.5,15
1318,2023-08-18,Store C,Hamilton,Sports,1704.27,71.0,3.9,15
1319,2025-10-17,Store H,Windsor,Electronics,1685.17,41.0,4.6,0
1320,2025-07-12,Store A,Toronto,Books,2260.63,99.0,,15
1321,2023-07-01,Store B,Ottawa,Home,1635.3,97.0,4.0,0
1322,2023-05-20,Store B,Ottawa,Books,1021.03,111.0,4.4,10
1323,2025-07-17,Store F,Mississauga,Clothing,2640.13,103.0,3.6,25
1324,2024-06-19,Store F,Mississauga,Books,1923.5,90.0,4.7,0
1325,2024-05-02,Store B,Ottawa,Home,1782.43,119.0,4.3,5
1326,2025-05-21,Store E,Kingston,,1564.12,63.0,,15
1327,2025-11-23,Store D,London,Food,2361.16,,4.6,10
1328,2023-10-19,Store C,Hamilton,Home,1401.98,117.0,3.3,20
1329,2025-06-26,Store F,Mississauga,Sports,2121.62,,3.6,5
1330,2025-01-09,Store B,Ottawa,Electronics,1545.67,36.0,,0
1331,2025-11-28,Store F,Mississauga,Electronics,3252.93,119.0,3.7,15
1332,2024-06-09,Store H,Windsor,Books,1208.12,92.0,3.6,15
1333,2023-05-16,Store H,Windsor,Clothing,1644.77,61.0,4.0,0
1334,2025-04-23,Store A,Toronto,Sports,1944.62,84.0,4.2,10
1335,2024-11-23,Store H,Windsor,Food,1665.81,105.0,5.0,0
1336,2023-05-02,Store C,Hamilton,,2077.98,41.0,4.3,15
1337,2024-03-08,Store D,London,Sports,1938.51,124.0,4.4,15
1338,2023-03-06,Store A,Toronto,Food,1459.83,75.0,4.3,0
1339,2023-02-24,Store F,Mississauga,Books,1650.13,88.0,4.4,5
1340,2024-04-29,Store D,London,Books,1608.09,43.0,4.0,0
1341,2023-08-12,Store B,Ottawa,Sports,933.6,52.0,4.7,0
1342,2024-01-25,Store H,Windsor,,1948.82,72.0,,0
1343,2024-08-08,Store H,Windsor,Clothing,1134.39,60.0,4.1,15
1344,2023-05-14,Store G,Waterloo,Home,1418.73,86.0,4.1,10
1345,2023-02-05,Store F,Mississauga,Electronics,1920.52,70.0,4.0,0
1346,2024-04-30,Store G,Waterloo,Food,1074.42,123.0,4.1,10
1347,2024-11-15,Store A,Toronto,Home,2039.65,135.0,4.5,10
1348,2024-05-05,Store B,Ottawa,Books,1230.29,52.0,3.8,10
1349,2023-07-28,Store E,Kingston,Clothing,1602.24,97.0,3.9,25
1350,2025-12-19,Store D,London,Books,1069.43,102.0,,5
1351,2025-07-21,Store E,Kingston,Electronics,1121.75,109.0,3.6,25
1352,2024-12-24,Store D,London,Books,2065.71,89.0,4.2,15
1353,2024-07-05,Store A,Toronto,Home,2476.34,92.0,4.1,0
1354,2025-03-24,Store E,Kingston,,1857.29,54.0,4.6,5
1355,2023-11-15,Store B,Ottawa,Home,,93.0,4.3,15
1356,2023-09-11,Store D,London,Food,1712.96,85.0,4.7,10
1357,2024-05-18,Store G,Waterloo,Sports,1588.82,63.0,4.4,5
1358,2024-06-15,Store B,Ottawa,Food,1647.89,107.0,4.1,5
1359,2024-05-03,Store B,Ottawa,Sports,2370.56,106.0,4.7,25
1360,2025-04-10,Store C,Hamilton,Electronics,1574.69,23.0,3.7,10
1361,2023-05-05,Store E,Kingston,Books,1975.17,36.0,4.4,0
1362,2024-10-28,Store D,London,Electronics,836.22,53.0,3.2,10
1363,2023-11-02,Store C,Hamilton,Electronics,1955.85,129.0,3.8,20
1364,2025-01-07,Store H,Windsor,Sports,1686.16,48.0,4.0,10
1365,2024-06-03,Store F,Mississauga,Clothing,,83.0,3.2,10
1366,2024-11-19,Store D,London,Sports,,94.0,4.4,10
1367,2024-05-09,Store A,Toronto,Clothing,2112.41,107.0,3.5,0
1368,2024-07-17,Store H,Windsor,Home,1120.2,52.0,,5
1369,2025-08-29,Store D,London,Sports,364.97,75.0,,5
1370,2023-04-04,Store D,London,Sports,1036.12,124.0,3.8,0
1371,2024-06-13,Store H,Windsor,Sports,1290.57,100.0,3.7,10
1372,2024-11-23,Store D,London,Books,2077.39,118.0,3.6,10
1373,2024-10-08,Store C,Hamilton,Home,2424.83,71.0,4.9,15
1374,2023-08-10,Store F,Mississauga,Food,2370.16,155.0,3.9,10
1375,2025-02-13,Store H,Windsor,Home,,130.0,,10
1376,2024-09-18,Store E,Kingston,Clothing,,68.0,4.2,5
1377,2024-04-19,Store G,Waterloo,Food,1456.82,73.0,4.6,0
1378,2025-06-03,Store C,Hamilton,Home,2082.59,89.0,3.8,20
1379,2023-11-30,Store H,Windsor,Sports,1872.78,68.0,4.0,5
1380,2024-10-12,Store E,Kingston,Home,1071.8,72.0,4.9,15
1381,2023-04-16,Store G,Waterloo,Books,2546.92,41.0,3.7,25
1382,2024-08-25,Store G,Waterloo,Sports,1863.82,108.0,4.0,5
1383,2024-09-25,Store F,Mississauga,Home,1108.69,82.0,3.2,10
1384,2024-04-29,Store F,Mississauga,Clothing,,104.0,3.8,5
1385,2024-11-18,Store H,Windsor,Home,1917.82,117.0,3.6,20
1386,2023-06-17,Store G,Waterloo,Food,1848.47,106.0,4.2,0
1387,2024-07-06,Store B,Ottawa,Food,1670.6,57.0,4.0,0
1388,2024-08-21,Store D,London,Books,1974.61,102.0,3.9,0
1389,2025-02-28,Store B,Ottawa,Home,1414.56,89.0,3.9,20
1390,2023-11-03,Store D,London,Food,1082.3,122.0,4.0,15
1391,2023-07-07,Store H,Windsor,Books,1347.28,,3.8,10
1392,2023-08-19,Store B,Ottawa,Electronics,1947.28,125.0,4.3,5
1393,2024-12-20,Store H,Windsor,Food,1761.25,90.0,4.6,10
1394,2024-05-07,Store E,Kingston,Books,1704.47,45.0,3.6,0
1395,2023-05-12,Store F,Mississauga,Home,2189.39,67.0,3.0,25
1396,2025-03-16,Store B,Ottawa,Food,757.1,42.0,4.5,0
1397,2025-12-09,Store D,London,Electronics,1516.04,99.0,3.5,20
1398,2023-07-27,Store H,Windsor,Electronics,1001.29,111.0,3.6,25
1399,2024-07-18,Store D,London,Electronics,2641.88,85.0,3.7,5
1400,2025-01-19,Store B,Ottawa,Sports,1448.42,91.0,4.2,10
1401,2024-08-30,Store H,Windsor,Clothing,1862.65,96.0,4.4,10
1402,2023-05-03,Store F,Mississauga,Electronics,2191.68,39.0,3.4,0
1403,2023-10-24,Store A,Toronto,Sports,1982.38,96.0,4.5,25
1404,2024-04-10,Store E,Kingston,Home,1701.18,54.0,,20
1405,2024-01-09,Store H,Windsor,Electronics,1687.21,79.0,4.4,0
1406,2025-12-22,Store D,London,Electronics,,112.0,4.6,20
1407,2024-10-03,Store D,London,Sports,1947.42,91.0,4.9,0
1408,2023-10-12,Store D,London,Home,2186.45,80.0,3.9,5
1409,2023-08-11,Store H,Windsor,Food,1582.18,49.0,5.0,10
1410,2025-12-01,Store A,Toronto,Clothing,2356.42,129.0,3.9,5
1411,2023-03-11,Store B,Ottawa,Books,1357.5,,4.2,0
1412,2025-02-19,Store F,Mississauga,Clothing,2089.72,126.0,3.9,10
1413,2024-08-22,Store D,London,Food,1854.97,25.0,4.2,10
1414,2025-11-26,Store G,Waterloo,Clothing,2431.55,63.0,5.0,0
1415,2023-09-21,Store A,Toronto,Electronics,1879.06,88.0,3.9,10
1416,2023-08-25,Store D,London,Electronics,1812.41,86.0,4.3,10
1417,2024-11-03,Store G,Waterloo,Home,2370.86,138.0,4.3,10
1418,2024-05-26,Store B,Ottawa,Books,1373.84,88.0,4.6,10
1419,2025-12-03,Store G,Waterloo,Sports,1872.77,84.0,4.9,15
1420,2025-10-11,Store B,Ottawa,Books,1800.23,82.0,4.1,5
1421,2025-02-27,Store G,Waterloo,Books,1713.32,75.0,4.3,0
1422,2025-05-24,Store B,Ottawa,Electronics,1121.79,,3.7,0
1423,2024-10-09,Store H,Windsor,Books,2594.17,95.0,3.8,10
1424,2024-10-20,Store A,Toronto,Books,1744.73,101.0,4.1,0
1425,2025-08-01,Store B,Ottawa,Food,2080.77,128.0,3.8,5
1426,2024-11-02,Store C,Hamilton,Food,2107.22,81.0,4.2,25
1427,2023-06-27,Store C,Hamilton,Books,1364.27,89.0,,5
1428,2023-10-01,Store G,Waterloo,Sports,1238.74,39.0,4.0,0
1429,2025-10-21,Store D,London,Clothing,1477.61,74.0,3.3,15
1430,2024-05-13,Store C,Hamilton,Electronics,1535.45,100.0,3.9,0
1431,2025-07-05,Store A,Toronto,Books,2098.32,103.0,4.0,10
1432,2024-09-09,Store F,Mississauga,Clothing,1747.66,108.0,4.2,20
1433,2024-07-25,Store B,Ottawa,Clothing,1768.91,51.0,3.7,0
1434,2024-01-20,Store D,London,Food,1816.67,42.0,3.4,20
1435,2023-08-15,Store F,Mississauga,Books,1588.5,88.0,4.1,10
1436,2025-07-13,Store A,Toronto,Clothing,1646.81,96.0,3.8,20
1437,2024-04-15,Store D,London,Electronics,1624.06,104.0,4.9,10
1438,2025-02-25,Store E,Kingston,Clothing,787.52,49.0,4.2,10
1439,2025-03-03,Store A,Toronto,,973.05,128.0,4.9,15
1440,2024-07-18,Store C,Hamilton,Clothing,1670.61,75.0,3.7,0
1441,2023-12-05,Store G,Waterloo,Food,2192.25,101.0,4.9,5
1442,2025-10-07,Store C,Hamilton,Food,1304.41,97.0,3.8,10
1443,2025-08-08,Store G,Waterloo,Books,1590.83,91.0,3.9,10
1444,2023-06-20,Store D,London,Sports,2296.44,142.0,3.5,0
1445,2023-12-31,Store D,London,Sports,2361.63,154.0,4.0,5
1446,2025-05-28,Store G,Waterloo,Clothing,1604.71,69.0,4.2,5
1447,2024-10-29,Store B,Ottawa,Home,,65.0,4.1,15
1448,2025-04-05,Store G,Waterloo,Sports,1312.27,46.0,4.1,20
1449,2023-04-13,Store A,Toronto,Food,2170.9,110.0,4.4,15
1450,2023-01-22,Store D,London,Books,1337.42,,,15
1451,2024-03-20,Store C,Hamilton,Books,1002.96,67.0,3.4,10
1452,2025-09-20,Store E,Kingston,Electronics,1399.1,62.0,3.7,5
1453,2023-05-07,Store E,Kingston,Books,754.69,89.0,3.8,5
1454,2024-08-23,Store H,Windsor,Clothing,1684.73,85.0,3.9,5
1455,2025-01-23,Store F,Mississauga,Books,2686.11,115.0,4.3,5
1456,2023-10-31,Store A,Toronto,Food,1928.48,93.0,4.0,0
1457,2024-01-03,Store H,Windsor,Food,879.27,76.0,4.2,5
1458,2023-05-28,Store B,Ottawa,Sports,1858.32,75.0,4.4,0
1459,2025-04-11,Store F,Mississauga,Sports,2173.5,84.0,4.5,10
1460,2025-11-30,Store E,Kingston,Food,2120.49,128.0,3.9,10
1461,2023-12-13,Store C,Hamilton,Food,850.54,104.0,3.6,0
1462,2025-10-08,Store F,Mississauga,Books,1702.04,,3.1,15
1463,2023-01-11,Store E,Kingston,Electronics,750.41,73.0,3.8,20
1464,2023-05-04,Store E,Kingston,Sports,1382.8,84.0,4.0,20
1465,2023-10-11,Store B,Ottawa,Clothing,1135.76,63.0,4.2,10
1466,2024-08-10,Store C,Hamilton,Sports,1399.02,,3.7,0
1467,2025-05-08,Store F,Mississauga,Books,1558.82,83.0,4.2,15
1468,2025-03-24,Store G,Waterloo,Food,7385.839999999999,76.0,4.5,15
1469,2023-05-16,Store B,Ottawa,Food,1477.27,107.0,,25
1470,2025-11-06,Store F,Mississauga,Home,2182.2,163.0,5.0,25
1471,2025-11-26,Store H,Windsor,Books,2245.65,84.0,3.8,10
1472,2024-03-24,Store H,Windsor,Home,1144.42,65.0,4.1,15
1473,2023-07-25,Store B,Ottawa,Food,1508.08,,,15
1474,2023-03-22,Store E,Kingston,Sports,832.27,53.0,3.3,20
1475,2024-10-25,Store F,Mississauga,Books,1051.06,81.0,4.4,20
1476,2025-05-26,Store F,Mississauga,Food,1904.61,93.0,3.7,5
1477,2024-02-01,Store F,Mississauga,Home,1334.13,90.0,4.2,20
1478,2023-09-24,Store D,London,Home,1740.1,93.0,3.2,20
1479,2024-01-19,Store F,Mississauga,Electronics,2426.24,128.0,4.3,20
1480,2025-10-23,Store D,London,Books,2236.3,106.0,4.7,15
1481,2025-02-22,Store H,Windsor,Food,16456.59,79.0,5.0,5
1482,2023-08-17,Store C,Hamilton,Food,2098.18,88.0,4.2,0
1483,2024-07-09,Store B,Ottawa,Sports,1197.28,59.0,4.7,25
1484,2023-06-18,Store D,London,Food,1330.94,,4.3,0
1485,2024-01-03,Store E,Kingston,Clothing,1229.71,,4.8,0
1486,2023-08-22,Store B,Ottawa,Electronics,1809.47,143.0,4.5,20
1487,2024-04-28,Store C,Hamilton,Electronics,1520.48,78.0,4.2,15
1488,2025-09-16,Store A,Toronto,Electronics,1026.83,82.0,4.5,0
1489,2025-05-04,Store E,Kingston,Home,1888.2,33.0,3.9,10
1490,2023-07-31,Store E,Kingston,Food,,98.0,,0
1491,2024-07-10,Store C,Hamilton,Clothing,1620.89,97.0,3.7,0
1492,2025-04-15,Store A,Toronto,Books,1427.18,40.0,4.7,0
1493,2023-01-11,Store E,Kingston,Books,742.39,74.0,4.0,5
1494,2023-06-20,Store A,Toronto,Books,2358.19,109.0,3.6,5
1495,2023-03-03,Store F,Mississauga,Sports,1849.45,74.0,4.2,10
1496,2025-03-27,Store A,Toronto,Electronics,1082.24,124.0,3.4,15
1497,2024-09-13,Store A,Toronto,Clothing,1861.23,117.0,4.7,10
1498,2024-04-22,Store E,Kingston,Clothing,688.17,98.0,5.0,20
1499,2024-06-12,Store A,Toronto,Sports,1375.45,102.0,3.4,5
1500,2023-09-25,Store G,Waterloo,Clothing,2362.66,79.0,4.1,10
1501,2025-09-01,Store C,Hamilton,Home,887.92,69.0,4.1,0
1502,2024-10-06,Store H,Windsor,Sports,1662.75,71.0,4.2,20
1503,2023-12-28,Store B,Ottawa,Food,1748.28,,,5
1504,2023-03-23,Store E,Kingston,Sports,1791.34,51.0,3.8,15
1505,2023-05-04,Store F,Mississauga,Clothing,1604.08,75.0,3.7,20
1506,2023-10-28,Store F,Mississauga,,2948.34,94.0,4.0,0
1507,2025-12-29,Store E,Kingston,Books,2107.68,,3.9,20
1508,2024-08-05,Store B,Ottawa,Books,1900.09,59.0,4.0,15
1509,2024-12-05,Store G,Waterloo,Sports,2245.66,101.0,4.7,10
1510,2025-01-26,Store A,Toronto,Sports,1748.24,128.0,3.5,15
1511,2025-04-08,Store F,Mississauga,Electronics,1362.04,81.0,3.5,25
1512,2023-08-12,Store A,Toronto,Electronics,1682.42,129.0,4.3,0
1513,2023-11-23,Store C,Hamilton,Food,1471.03,112.0,3.7,5
1514,2025-05-29,Store A,Toronto,Books,1234.24,78.0,4.4,0
1515,2025-02-03,Store A,Toronto,Books,1208.29,,4.4,15
1516,2024-09-14,Store H,Windsor,Clothing,1401.92,45.0,4.2,5
1517,2025-11-05,Store F,Mississauga,Sports,2738.24,152.0,3.8,0
1518,2023-04-11,Store C,Hamilton,Home,1555.0,115.0,3.8,15
1519,2023-05-01,Store G,Waterloo,Clothing,1549.93,74.0,4.6,5
1520,2024-04-07,Store C,Hamilton,Clothing,1146.29,78.0,4.7,0
1521,2024-05-05,Store E,Kingston,Clothing,557.31,62.0,4.5,0
1522,2024-07-12,Store C,Hamilton,Food,1109.63,94.0,3.6,5
1523,2023-12-06,Store D,London,Books,2108.41,79.0,3.9,15
1524,2023-03-23,Store B,Ottawa,Home,2177.19,73.0,4.3,15
1525,2024-12-20,Store H,Windsor,Food,2698.82,92.0,4.4,10
1526,2024-01-16,Store C,Hamilton,Home,1748.81,65.0,4.1,15
